publicado em 2011	dp=2011
publicado depois do seculo 91	dp>90%
publicado em 915	dp=915
publicado depois de 915	dp>915
publicado a partir de 915	dp>=915
publicado antes de 915	dp<915
publicado ate 915	dp<=915
publicado excepto em 915	dp<>915
publicado mas nao em 915	dp<>915
publicado entre 1980 e 915	dp>=1980 and dp<=915
publicado no seculo 92	dp=91%
publicado antes do seculo 92	dp<91%
publicado depois do seculo 92	dp>91%
publicado em 922	dp=922
publicado depois de 922	dp>922
publicado a partir de 922	dp>=922
publicado antes de 922	dp<922
publicado ate 922	dp<=922
publicado excepto em 922	dp<>922
publicado mas nao em 922	dp<>922
publicado entre 1980 e 922	dp>=1980 and dp<=922
publicado em 2194	dp=2194
publicado depois de 2194	dp>2194
publicado a partir de 2194	dp>=2194
publicado antes de 2194	dp<2194
publicado ate 2194	dp<=2194
publicado excepto em 2194	dp<>2194
publicado mas nao em 2194	dp<>2194
publicado entre 1980 e 2194	dp>=1980 and dp<=2194
publicado em 949	dp=949
publicado depois de 949	dp>949
publicado a partir de 949	dp>=949
publicado antes de 949	dp<949
publicado ate 949	dp<=949
publicado excepto em 949	dp<>949
publicado mas nao em 949	dp<>949
publicado entre 1980 e 949	dp>=1980 and dp<=949
publicado em 2198	dp=2198
publicado depois de 2198	dp>2198
publicado a partir de 2198	dp>=2198
publicado antes de 2198	dp<2198
publicado ate 2198	dp<=2198
publicado excepto em 2198	dp<>2198
publicado mas nao em 2198	dp<>2198
publicado entre 1980 e 2198	dp>=1980 and dp<=2198
publicado em q199	dp=q199
publicado depois de q199	dp>q199
publicado a partir de q199	dp>=q199
publicado antes de q199	dp<q199
publicado ate q199	dp<=q199
publicado excepto em q199	dp<>q199
publicado mas nao em q199	dp<>q199
publicado entre 1980 e q199	dp>=1980 and dp<=q199
publicado no seculo 1	dp=q1%
publicado antes do seculo 1	dp<q1%
publicado depois do seculo 1	dp>q1%
publicado em 2192	dp=2192
publicado depois de 2192	dp>2192
publicado a partir de 2192	dp>=2192
publicado antes de 2192	dp<2192
publicado ate 2192	dp<=2192
publicado excepto em 2192	dp<>2192
publicado mas nao em 2192	dp<>2192
publicado entre 1980 e 2192	dp>=1980 and dp<=2192
publicado em 2193	dp=2193
publicado depois de 2193	dp>2193
publicado a partir de 2193	dp>=2193
publicado antes de 2193	dp<2193
publicado ate 2193	dp<=2193
publicado excepto em 2193	dp<>2193
publicado mas nao em 2193	dp<>2193
publicado entre 1980 e 2193	dp>=1980 and dp<=2193
publicado em s177	dp=s177
publicado depois de s177	dp>s177
publicado a partir de s177	dp>=s177
publicado antes de s177	dp<s177
publicado ate s177	dp<=s177
publicado excepto em s177	dp<>s177
publicado mas nao em s177	dp<>s177
publicado entre 1980 e s177	dp>=1980 and dp<=s177
publicado em 200a	dp=200a
publicado depois de 200a	dp>200a
publicado a partir de 200a	dp>=200a
publicado antes de 200a	dp<200a
publicado ate 200a	dp<=200a
publicado excepto em 200a	dp<>200a
publicado mas nao em 200a	dp<>200a
publicado entre 1980 e 200a	dp>=1980 and dp<=200a
publicado em 2077	dp=2077
publicado depois de 2077	dp>2077
publicado a partir de 2077	dp>=2077
publicado antes de 2077	dp<2077
publicado ate 2077	dp<=2077
publicado excepto em 2077	dp<>2077
publicado mas nao em 2077	dp<>2077
publicado entre 1980 e 2077	dp>=1980 and dp<=2077
publicado em 200m	dp=200m
publicado depois de 200m	dp>200m
publicado a partir de 200m	dp>=200m
publicado antes de 200m	dp<200m
publicado ate 200m	dp<=200m
publicado excepto em 200m	dp<>200m
publicado mas nao em 200m	dp<>200m
publicado entre 1980 e 200m	dp>=1980 and dp<=200m
publicado em    a	dp=  a
publicado depois de    a	dp>   a
publicado a partir de    a	dp>=  a
publicado antes de    a	dp<   a
publicado ate    a	dp<=  a
publicado excepto em    a	dp<>   a
publicado mas nao em    a	dp<>   a
publicado entre 1980 e    a	dp>=1980 and dp<=  a
publicado em ekmy	dp=ekmy
publicado depois de ekmy	dp>ekmy
publicado a partir de ekmy	dp>=ekmy
publicado antes de ekmy	dp<ekmy
publicado ate ekmy	dp<=ekmy
publicado excepto em ekmy	dp<>ekmy
publicado mas nao em ekmy	dp<>ekmy
publicado entre 1980 e ekmy	dp>=1980 and dp<=ekmy
publicado no seculo 1	dp=ek%
publicado antes do seculo 1	dp<ek%
publicado depois do seculo 1	dp>ek%
publicado em 20o7	dp=20o7
publicado depois de 20o7	dp>20o7
publicado a partir de 20o7	dp>=20o7
publicado antes de 20o7	dp<20o7
publicado ate 20o7	dp<=20o7
publicado excepto em 20o7	dp<>20o7
publicado mas nao em 20o7	dp<>20o7
publicado entre 1980 e 20o7	dp>=1980 and dp<=20o7
publicado em 2028	dp=2028
publicado depois de 2028	dp>2028
publicado a partir de 2028	dp>=2028
publicado antes de 2028	dp<2028
publicado ate 2028	dp<=2028
publicado excepto em 2028	dp<>2028
publicado mas nao em 2028	dp<>2028
publicado entre 1980 e 2028	dp>=1980 and dp<=2028
publicado em 973	dp=973
publicado depois de 973	dp>973
publicado a partir de 973	dp>=973
publicado antes de 973	dp<973
publicado ate 973	dp<=973
publicado excepto em 973	dp<>973
publicado mas nao em 973	dp<>973
publicado entre 1980 e 973	dp>=1980 and dp<=973
publicado em 980	dp=980
publicado depois de 980	dp>980
publicado a partir de 980	dp>=980
publicado antes de 980	dp<980
publicado ate 980	dp<=980
publicado excepto em 980	dp<>980
publicado mas nao em 980	dp<>980
publicado entre 1980 e 980	dp>=1980 and dp<=980
publicado em 20o4	dp=20o4
publicado depois de 20o4	dp>20o4
publicado a partir de 20o4	dp>=20o4
publicado antes de 20o4	dp<20o4
publicado ate 20o4	dp<=20o4
publicado excepto em 20o4	dp<>20o4
publicado mas nao em 20o4	dp<>20o4
publicado entre 1980 e 20o4	dp>=1980 and dp<=20o4
publicado em 9182	dp=9182
publicado depois de 9182	dp>9182
publicado a partir de 9182	dp>=9182
publicado antes de 9182	dp<9182
publicado ate 9182	dp<=9182
publicado excepto em 9182	dp<>9182
publicado mas nao em 9182	dp<>9182
publicado entre 1980 e 9182	dp>=1980 and dp<=9182
publicado em 1202	dp=1202
publicado depois de 1202	dp>1202
publicado a partir de 1202	dp>=1202
publicado antes de 1202	dp<1202
publicado ate 1202	dp<=1202
publicado excepto em 1202	dp<>1202
publicado mas nao em 1202	dp<>1202
publicado entre 1980 e 1202	dp>=1980 and dp<=1202
publicado em 2219	dp=2219
publicado depois de 2219	dp>2219
publicado a partir de 2219	dp>=2219
publicado antes de 2219	dp<2219
publicado ate 2219	dp<=2219
publicado excepto em 2219	dp<>2219
publicado mas nao em 2219	dp<>2219
publicado entre 1980 e 2219	dp>=1980 and dp<=2219
publicado em .199	dp=.199
publicado depois de .199	dp>.199
publicado a partir de .199	dp>=.199
publicado antes de .199	dp<.199
publicado ate .199	dp<=.199
publicado excepto em .199	dp<>.199
publicado mas nao em .199	dp<>.199
publicado entre 1980 e .199	dp>=1980 and dp<=.199
publicado no seculo 1	dp=.1%
publicado antes do seculo 1	dp<.1%
publicado depois do seculo 1	dp>.1%
publicado em mai	dp=mai
publicado depois de mai	dp>mai
publicado a partir de mai	dp>=mai
publicado antes de mai	dp<mai
publicado ate mai	dp<=mai
publicado excepto em mai	dp<>mai
publicado mas nao em mai	dp<>mai
publicado entre 1980 e mai	dp>=1980 and dp<=mai
publicado em agt.	dp=agt.
publicado depois de agt.	dp>agt.
publicado a partir de agt.	dp>=agt.
publicado antes de agt.	dp<agt.
publicado ate agt.	dp<=agt.
publicado excepto em agt.	dp<>agt.
publicado mas nao em agt.	dp<>agt.
publicado entre 1980 e agt.	dp>=1980 and dp<=agt.
publicado no seculo 1	dp=ag%
publicado antes do seculo 1	dp<ag%
publicado depois do seculo 1	dp>ag%
publicado em 1259	dp=1259
publicado depois de 1259	dp>1259
publicado a partir de 1259	dp>=1259
publicado antes de 1259	dp<1259
publicado ate 1259	dp<=1259
publicado excepto em 1259	dp<>1259
publicado mas nao em 1259	dp<>1259
publicado entre 1980 e 1259	dp>=1980 and dp<=1259
publicado em set.	dp=set.
publicado depois de set.	dp>set.
publicado a partir de set.	dp>=set.
publicado antes de set.	dp<set.
publicado ate set.	dp<=set.
publicado excepto em set.	dp<>set.
publicado mas nao em set.	dp<>set.
publicado entre 1980 e set.	dp>=1980 and dp<=set.
publicado em jul	dp=jul
publicado depois de jul	dp>jul
publicado a partir de jul	dp>=jul
publicado antes de jul	dp<jul
publicado ate jul	dp<=jul
publicado excepto em jul	dp<>jul
publicado mas nao em jul	dp<>jul
publicado entre 1980 e jul	dp>=1980 and dp<=jul
publicado em mar	dp=mar
publicado depois de mar	dp>mar
publicado a partir de mar	dp>=mar
publicado antes de mar	dp<mar
publicado ate mar	dp<=mar
publicado excepto em mar	dp<>mar
publicado mas nao em mar	dp<>mar
publicado entre 1980 e mar	dp>=1980 and dp<=mar
publicado em fev.	dp=fev.
publicado depois de fev.	dp>fev.
publicado a partir de fev.	dp>=fev.
publicado antes de fev.	dp<fev.
publicado ate fev.	dp<=fev.
publicado excepto em fev.	dp<>fev.
publicado mas nao em fev.	dp<>fev.
publicado entre 1980 e fev.	dp>=1980 and dp<=fev.
publicado em out.	dp=out.
publicado depois de out.	dp>out.
publicado a partir de out.	dp>=out.
publicado antes de out.	dp<out.
publicado ate out.	dp<=out.
publicado excepto em out.	dp<>out.
publicado mas nao em out.	dp<>out.
publicado entre 1980 e out.	dp>=1980 and dp<=out.
publicado em jul.	dp=jul.
publicado depois de jul.	dp>jul.
publicado a partir de jul.	dp>=jul.
publicado antes de jul.	dp<jul.
publicado ate jul.	dp<=jul.
publicado excepto em jul.	dp<>jul.
publicado mas nao em jul.	dp<>jul.
publicado entre 1980 e jul.	dp>=1980 and dp<=jul.
publicado em mar.	dp=mar.
publicado depois de mar.	dp>mar.
publicado a partir de mar.	dp>=mar.
publicado antes de mar.	dp<mar.
publicado ate mar.	dp<=mar.
publicado excepto em mar.	dp<>mar.
publicado mas nao em mar.	dp<>mar.
publicado entre 1980 e mar.	dp>=1980 and dp<=mar.
publicado em jan.	dp=jan.
publicado depois de jan.	dp>jan.
publicado a partir de jan.	dp>=jan.
publicado antes de jan.	dp<jan.
publicado ate jan.	dp<=jan.
publicado excepto em jan.	dp<>jan.
publicado mas nao em jan.	dp<>jan.
publicado entre 1980 e jan.	dp>=1980 and dp<=jan.
publicado no seculo 1	dp=ja%
publicado antes do seculo 1	dp<ja%
publicado depois do seculo 1	dp>ja%
publicado em dez.	dp=dez.
publicado depois de dez.	dp>dez.
publicado a partir de dez.	dp>=dez.
publicado antes de dez.	dp<dez.
publicado ate dez.	dp<=dez.
publicado excepto em dez.	dp<>dez.
publicado mas nao em dez.	dp<>dez.
publicado entre 1980 e dez.	dp>=1980 and dp<=dez.
publicado em nov.	dp=nov.
publicado depois de nov.	dp>nov.
publicado a partir de nov.	dp>=nov.
publicado antes de nov.	dp<nov.
publicado ate nov.	dp<=nov.
publicado excepto em nov.	dp<>nov.
publicado mas nao em nov.	dp<>nov.
publicado entre 1980 e nov.	dp>=1980 and dp<=nov.
publicado no seculo 1	dp=no%
publicado antes do seculo 1	dp<no%
publicado depois do seculo 1	dp>no%
publicado em mai.	dp=mai.
publicado depois de mai.	dp>mai.
publicado a partir de mai.	dp>=mai.
publicado antes de mai.	dp<mai.
publicado ate mai.	dp<=mai.
publicado excepto em mai.	dp<>mai.
publicado mas nao em mai.	dp<>mai.
publicado entre 1980 e mai.	dp>=1980 and dp<=mai.
publicado em julh	dp=julh
publicado depois de julh	dp>julh
publicado a partir de julh	dp>=julh
publicado antes de julh	dp<julh
publicado ate julh	dp<=julh
publicado excepto em julh	dp<>julh
publicado mas nao em julh	dp<>julh
publicado entre 1980 e julh	dp>=1980 and dp<=julh
publicado em agos	dp=agos
publicado depois de agos	dp>agos
publicado a partir de agos	dp>=agos
publicado antes de agos	dp<agos
publicado ate agos	dp<=agos
publicado excepto em agos	dp<>agos
publicado mas nao em agos	dp<>agos
publicado entre 1980 e agos	dp>=1980 and dp<=agos
publicado em ags	dp=ags
publicado depois de ags	dp>ags
publicado a partir de ags	dp>=ags
publicado antes de ags	dp<ags
publicado ate ags	dp<=ags
publicado excepto em ags	dp<>ags
publicado mas nao em ags	dp<>ags
publicado entre 1980 e ags	dp>=1980 and dp<=ags
publicado em marc	dp=marc
publicado depois de marc	dp>marc
publicado a partir de marc	dp>=marc
publicado antes de marc	dp<marc
publicado ate marc	dp<=marc
publicado excepto em marc	dp<>marc
publicado mas nao em marc	dp<>marc
publicado entre 1980 e marc	dp>=1980 and dp<=marc
publicado em dl19	dp=dl19
publicado depois de dl19	dp>dl19
publicado a partir de dl19	dp>=dl19
publicado antes de dl19	dp<dl19
publicado ate dl19	dp<=dl19
publicado excepto em dl19	dp<>dl19
publicado mas nao em dl19	dp<>dl19
publicado entre 1980 e dl19	dp>=1980 and dp<=dl19
publicado em dl.2	dp=dl.2
publicado depois de dl.2	dp>dl.2
publicado a partir de dl.2	dp>=dl.2
publicado antes de dl.2	dp<dl.2
publicado ate dl.2	dp<=dl.2
publicado excepto em dl.2	dp<>dl.2
publicado mas nao em dl.2	dp<>dl.2
publicado entre 1980 e dl.2	dp>=1980 and dp<=dl.2
publicado em pt 2	dp=pt 2
publicado depois de pt 2	dp>pt 2
publicado a partir de pt 2	dp>=pt 2
publicado antes de pt 2	dp<pt 2
publicado ate pt 2	dp<=pt 2
publicado excepto em pt 2	dp<>pt 2
publicado mas nao em pt 2	dp<>pt 2
publicado entre 1980 e pt 2	dp>=1980 and dp<=pt 2
publicado no seculo 1	dp=pt%
publicado antes do seculo 1	dp<pt%
publicado depois do seculo 1	dp>pt%
publicado em 1636	dp=1636
publicado depois de 1636	dp>1636
publicado a partir de 1636	dp>=1636
publicado antes de 1636	dp<1636
publicado ate 1636	dp<=1636
publicado excepto em 1636	dp<>1636
publicado mas nao em 1636	dp<>1636
publicado entre 1980 e 1636	dp>=1980 and dp<=1636
publicado em 1583	dp=1583
publicado depois de 1583	dp>1583
publicado a partir de 1583	dp>=1583
publicado antes de 1583	dp<1583
publicado ate 1583	dp<=1583
publicado excepto em 1583	dp<>1583
publicado mas nao em 1583	dp<>1583
publicado entre 1980 e 1583	dp>=1980 and dp<=1583
publicado em 1563	dp=1563
publicado depois de 1563	dp>1563
publicado a partir de 1563	dp>=1563
publicado antes de 1563	dp<1563
publicado ate 1563	dp<=1563
publicado excepto em 1563	dp<>1563
publicado mas nao em 1563	dp<>1563
publicado entre 1980 e 1563	dp>=1980 and dp<=1563
publicado em 1558	dp=1558
publicado depois de 1558	dp>1558
publicado a partir de 1558	dp>=1558
publicado antes de 1558	dp<1558
publicado ate 1558	dp<=1558
publicado excepto em 1558	dp<>1558
publicado mas nao em 1558	dp<>1558
publicado entre 1980 e 1558	dp>=1980 and dp<=1558
publicado em 1663	dp=1663
publicado depois de 1663	dp>1663
publicado a partir de 1663	dp>=1663
publicado antes de 1663	dp<1663
publicado ate 1663	dp<=1663
publicado excepto em 1663	dp<>1663
publicado mas nao em 1663	dp<>1663
publicado entre 1980 e 1663	dp>=1980 and dp<=1663
publicado em 1660	dp=1660
publicado depois de 1660	dp>1660
publicado a partir de 1660	dp>=1660
publicado antes de 1660	dp<1660
publicado ate 1660	dp<=1660
publicado excepto em 1660	dp<>1660
publicado mas nao em 1660	dp<>1660
publicado entre 1980 e 1660	dp>=1980 and dp<=1660
publicado em 1614	dp=1614
publicado depois de 1614	dp>1614
publicado a partir de 1614	dp>=1614
publicado antes de 1614	dp<1614
publicado ate 1614	dp<=1614
publicado excepto em 1614	dp<>1614
publicado mas nao em 1614	dp<>1614
publicado entre 1980 e 1614	dp>=1980 and dp<=1614
publicado em 1639	dp=1639
publicado depois de 1639	dp>1639
publicado a partir de 1639	dp>=1639
publicado antes de 1639	dp<1639
publicado ate 1639	dp<=1639
publicado excepto em 1639	dp<>1639
publicado mas nao em 1639	dp<>1639
publicado entre 1980 e 1639	dp>=1980 and dp<=1639
publicado em 1705	dp=1705
publicado depois de 1705	dp>1705
publicado a partir de 1705	dp>=1705
publicado antes de 1705	dp<1705
publicado ate 1705	dp<=1705
publicado excepto em 1705	dp<>1705
publicado mas nao em 1705	dp<>1705
publicado entre 1980 e 1705	dp>=1980 and dp<=1705
publicado em 1628	dp=1628
publicado depois de 1628	dp>1628
publicado a partir de 1628	dp>=1628
publicado antes de 1628	dp<1628
publicado ate 1628	dp<=1628
publicado excepto em 1628	dp<>1628
publicado mas nao em 1628	dp<>1628
publicado entre 1980 e 1628	dp>=1980 and dp<=1628
publicado em 1556	dp=1556
publicado depois de 1556	dp>1556
publicado a partir de 1556	dp>=1556
publicado antes de 1556	dp<1556
publicado ate 1556	dp<=1556
publicado excepto em 1556	dp<>1556
publicado mas nao em 1556	dp<>1556
publicado entre 1980 e 1556	dp>=1980 and dp<=1556
publicado em 1573	dp=1573
publicado depois de 1573	dp>1573
publicado a partir de 1573	dp>=1573
publicado antes de 1573	dp<1573
publicado ate 1573	dp<=1573
publicado excepto em 1573	dp<>1573
publicado mas nao em 1573	dp<>1573
publicado entre 1980 e 1573	dp>=1980 and dp<=1573
publicado em 1609	dp=1609
publicado depois de 1609	dp>1609
publicado a partir de 1609	dp>=1609
publicado antes de 1609	dp<1609
publicado ate 1609	dp<=1609
publicado excepto em 1609	dp<>1609
publicado mas nao em 1609	dp<>1609
publicado entre 1980 e 1609	dp>=1980 and dp<=1609
publicado em 1567	dp=1567
publicado depois de 1567	dp>1567
publicado a partir de 1567	dp>=1567
publicado antes de 1567	dp<1567
publicado ate 1567	dp<=1567
publicado excepto em 1567	dp<>1567
publicado mas nao em 1567	dp<>1567
publicado entre 1980 e 1567	dp>=1980 and dp<=1567
publicado em 1627	dp=1627
publicado depois de 1627	dp>1627
publicado a partir de 1627	dp>=1627
publicado antes de 1627	dp<1627
publicado ate 1627	dp<=1627
publicado excepto em 1627	dp<>1627
publicado mas nao em 1627	dp<>1627
publicado entre 1980 e 1627	dp>=1980 and dp<=1627
publicado em 1687	dp=1687
publicado depois de 1687	dp>1687
publicado a partir de 1687	dp>=1687
publicado antes de 1687	dp<1687
publicado ate 1687	dp<=1687
publicado excepto em 1687	dp<>1687
publicado mas nao em 1687	dp<>1687
publicado entre 1980 e 1687	dp>=1980 and dp<=1687
publicado em 1659	dp=1659
publicado depois de 1659	dp>1659
publicado a partir de 1659	dp>=1659
publicado antes de 1659	dp<1659
publicado ate 1659	dp<=1659
publicado excepto em 1659	dp<>1659
publicado mas nao em 1659	dp<>1659
publicado entre 1980 e 1659	dp>=1980 and dp<=1659
publicado em 1647	dp=1647
publicado depois de 1647	dp>1647
publicado a partir de 1647	dp>=1647
publicado antes de 1647	dp<1647
publicado ate 1647	dp<=1647
publicado excepto em 1647	dp<>1647
publicado mas nao em 1647	dp<>1647
publicado entre 1980 e 1647	dp>=1980 and dp<=1647
publicado em 1606	dp=1606
publicado depois de 1606	dp>1606
publicado a partir de 1606	dp>=1606
publicado antes de 1606	dp<1606
publicado ate 1606	dp<=1606
publicado excepto em 1606	dp<>1606
publicado mas nao em 1606	dp<>1606
publicado entre 1980 e 1606	dp>=1980 and dp<=1606
publicado em 1630	dp=1630
publicado depois de 1630	dp>1630
publicado a partir de 1630	dp>=1630
publicado antes de 1630	dp<1630
publicado ate 1630	dp<=1630
publicado excepto em 1630	dp<>1630
publicado mas nao em 1630	dp<>1630
publicado entre 1980 e 1630	dp>=1980 and dp<=1630
publicado em 1655	dp=1655
publicado depois de 1655	dp>1655
publicado a partir de 1655	dp>=1655
publicado antes de 1655	dp<1655
publicado ate 1655	dp<=1655
publicado excepto em 1655	dp<>1655
publicado mas nao em 1655	dp<>1655
publicado entre 1980 e 1655	dp>=1980 and dp<=1655
publicado em 1632	dp=1632
publicado depois de 1632	dp>1632
publicado a partir de 1632	dp>=1632
publicado antes de 1632	dp<1632
publicado ate 1632	dp<=1632
publicado excepto em 1632	dp<>1632
publicado mas nao em 1632	dp<>1632
publicado entre 1980 e 1632	dp>=1980 and dp<=1632
publicado em 175	dp=175
publicado depois de 175	dp>175
publicado a partir de 175	dp>=175
publicado antes de 175	dp<175
publicado ate 175	dp<=175
publicado excepto em 175	dp<>175
publicado mas nao em 175	dp<>175
publicado entre 1980 e 175	dp>=1980 and dp<=175
publicado em 1646	dp=1646
publicado depois de 1646	dp>1646
publicado a partir de 1646	dp>=1646
publicado antes de 1646	dp<1646
publicado ate 1646	dp<=1646
publicado excepto em 1646	dp<>1646
publicado mas nao em 1646	dp<>1646
publicado entre 1980 e 1646	dp>=1980 and dp<=1646
publicado em 1578	dp=1578
publicado depois de 1578	dp>1578
publicado a partir de 1578	dp>=1578
publicado antes de 1578	dp<1578
publicado ate 1578	dp<=1578
publicado excepto em 1578	dp<>1578
publicado mas nao em 1578	dp<>1578
publicado entre 1980 e 1578	dp>=1980 and dp<=1578
publicado em m181	dp=m181
publicado depois de m181	dp>m181
publicado a partir de m181	dp>=m181
publicado antes de m181	dp<m181
publicado ate m181	dp<=m181
publicado excepto em m181	dp<>m181
publicado mas nao em m181	dp<>m181
publicado entre 1980 e m181	dp>=1980 and dp<=m181
publicado no seculo 1	dp=m1%
publicado antes do seculo 1	dp<m1%
publicado depois do seculo 1	dp>m1%
publicado em 1550	dp=1550
publicado depois de 1550	dp>1550
publicado a partir de 1550	dp>=1550
publicado antes de 1550	dp<1550
publicado ate 1550	dp<=1550
publicado excepto em 1550	dp<>1550
publicado mas nao em 1550	dp<>1550
publicado entre 1980 e 1550	dp>=1980 and dp<=1550
publicado em s185	dp=s185
publicado depois de s185	dp>s185
publicado a partir de s185	dp>=s185
publicado antes de s185	dp<s185
publicado ate s185	dp<=s185
publicado excepto em s185	dp<>s185
publicado mas nao em s185	dp<>s185
publicado entre 1980 e s185	dp>=1980 and dp<=s185
publicado em 1564	dp=1564
publicado depois de 1564	dp>1564
publicado a partir de 1564	dp>=1564
publicado antes de 1564	dp<1564
publicado ate 1564	dp<=1564
publicado excepto em 1564	dp<>1564
publicado mas nao em 1564	dp<>1564
publicado entre 1980 e 1564	dp>=1980 and dp<=1564
publicado em 1596	dp=1596
publicado depois de 1596	dp>1596
publicado a partir de 1596	dp>=1596
publicado antes de 1596	dp<1596
publicado ate 1596	dp<=1596
publicado excepto em 1596	dp<>1596
publicado mas nao em 1596	dp<>1596
publicado entre 1980 e 1596	dp>=1980 and dp<=1596
publicado em 1585	dp=1585
publicado depois de 1585	dp>1585
publicado a partir de 1585	dp>=1585
publicado antes de 1585	dp<1585
publicado ate 1585	dp<=1585
publicado excepto em 1585	dp<>1585
publicado mas nao em 1585	dp<>1585
publicado entre 1980 e 1585	dp>=1980 and dp<=1585
publicado em 1522	dp=1522
publicado depois de 1522	dp>1522
publicado a partir de 1522	dp>=1522
publicado antes de 1522	dp<1522
publicado ate 1522	dp<=1522
publicado excepto em 1522	dp<>1522
publicado mas nao em 1522	dp<>1522
publicado entre 1980 e 1522	dp>=1980 and dp<=1522
publicado em 1568	dp=1568
publicado depois de 1568	dp>1568
publicado a partir de 1568	dp>=1568
publicado antes de 1568	dp<1568
publicado ate 1568	dp<=1568
publicado excepto em 1568	dp<>1568
publicado mas nao em 1568	dp<>1568
publicado entre 1980 e 1568	dp>=1980 and dp<=1568
publicado em 1590	dp=1590
publicado depois de 1590	dp>1590
publicado a partir de 1590	dp>=1590
publicado antes de 1590	dp<1590
publicado ate 1590	dp<=1590
publicado excepto em 1590	dp<>1590
publicado mas nao em 1590	dp<>1590
publicado entre 1980 e 1590	dp>=1980 and dp<=1590
publicado em 1549	dp=1549
publicado depois de 1549	dp>1549
publicado a partir de 1549	dp>=1549
publicado antes de 1549	dp<1549
publicado ate 1549	dp<=1549
publicado excepto em 1549	dp<>1549
publicado mas nao em 1549	dp<>1549
publicado entre 1980 e 1549	dp>=1980 and dp<=1549
publicado em 1675	dp=1675
publicado depois de 1675	dp>1675
publicado a partir de 1675	dp>=1675
publicado antes de 1675	dp<1675
publicado ate 1675	dp<=1675
publicado excepto em 1675	dp<>1675
publicado mas nao em 1675	dp<>1675
publicado entre 1980 e 1675	dp>=1980 and dp<=1675
publicado em 1697	dp=1697
publicado depois de 1697	dp>1697
publicado a partir de 1697	dp>=1697
publicado antes de 1697	dp<1697
publicado ate 1697	dp<=1697
publicado excepto em 1697	dp<>1697
publicado mas nao em 1697	dp<>1697
publicado entre 1980 e 1697	dp>=1980 and dp<=1697
publicado em 1702	dp=1702
publicado depois de 1702	dp>1702
publicado a partir de 1702	dp>=1702
publicado antes de 1702	dp<1702
publicado ate 1702	dp<=1702
publicado excepto em 1702	dp<>1702
publicado mas nao em 1702	dp<>1702
publicado entre 1980 e 1702	dp>=1980 and dp<=1702
publicado em 1587	dp=1587
publicado depois de 1587	dp>1587
publicado a partir de 1587	dp>=1587
publicado antes de 1587	dp<1587
publicado ate 1587	dp<=1587
publicado excepto em 1587	dp<>1587
publicado mas nao em 1587	dp<>1587
publicado entre 1980 e 1587	dp>=1980 and dp<=1587
publicado em 1608	dp=1608
publicado depois de 1608	dp>1608
publicado a partir de 1608	dp>=1608
publicado antes de 1608	dp<1608
publicado ate 1608	dp<=1608
publicado excepto em 1608	dp<>1608
publicado mas nao em 1608	dp<>1608
publicado entre 1980 e 1608	dp>=1980 and dp<=1608
publicado em 1557	dp=1557
publicado depois de 1557	dp>1557
publicado a partir de 1557	dp>=1557
publicado antes de 1557	dp<1557
publicado ate 1557	dp<=1557
publicado excepto em 1557	dp<>1557
publicado mas nao em 1557	dp<>1557
publicado entre 1980 e 1557	dp>=1980 and dp<=1557
publicado em 1561	dp=1561
publicado depois de 1561	dp>1561
publicado a partir de 1561	dp>=1561
publicado antes de 1561	dp<1561
publicado ate 1561	dp<=1561
publicado excepto em 1561	dp<>1561
publicado mas nao em 1561	dp<>1561
publicado entre 1980 e 1561	dp>=1980 and dp<=1561
publicado em 1626	dp=1626
publicado depois de 1626	dp>1626
publicado a partir de 1626	dp>=1626
publicado antes de 1626	dp<1626
publicado ate 1626	dp<=1626
publicado excepto em 1626	dp<>1626
publicado mas nao em 1626	dp<>1626
publicado entre 1980 e 1626	dp>=1980 and dp<=1626
publicado em 1619	dp=1619
publicado depois de 1619	dp>1619
publicado a partir de 1619	dp>=1619
publicado antes de 1619	dp<1619
publicado ate 1619	dp<=1619
publicado excepto em 1619	dp<>1619
publicado mas nao em 1619	dp<>1619
publicado entre 1980 e 1619	dp>=1980 and dp<=1619
publicado em 1584	dp=1584
publicado depois de 1584	dp>1584
publicado a partir de 1584	dp>=1584
publicado antes de 1584	dp<1584
publicado ate 1584	dp<=1584
publicado excepto em 1584	dp<>1584
publicado mas nao em 1584	dp<>1584
publicado entre 1980 e 1584	dp>=1980 and dp<=1584
publicado em 1711	dp=1711
publicado depois de 1711	dp>1711
publicado a partir de 1711	dp>=1711
publicado antes de 1711	dp<1711
publicado ate 1711	dp<=1711
publicado excepto em 1711	dp<>1711
publicado mas nao em 1711	dp<>1711
publicado entre 1980 e 1711	dp>=1980 and dp<=1711
publicado em 1662	dp=1662
publicado depois de 1662	dp>1662
publicado a partir de 1662	dp>=1662
publicado antes de 1662	dp<1662
publicado ate 1662	dp<=1662
publicado excepto em 1662	dp<>1662
publicado mas nao em 1662	dp<>1662
publicado entre 1980 e 1662	dp>=1980 and dp<=1662
publicado em 1624	dp=1624
publicado depois de 1624	dp>1624
publicado a partir de 1624	dp>=1624
publicado antes de 1624	dp<1624
publicado ate 1624	dp<=1624
publicado excepto em 1624	dp<>1624
publicado mas nao em 1624	dp<>1624
publicado entre 1980 e 1624	dp>=1980 and dp<=1624
publicado em 1575	dp=1575
publicado depois de 1575	dp>1575
publicado a partir de 1575	dp>=1575
publicado antes de 1575	dp<1575
publicado ate 1575	dp<=1575
